collection_no,source_database,collection.authorizer,family_name,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,abund_value,abund_unit,occurrence.reference_no,original.reference_no,collection.reference_no,country,state,county,latdec,lngdec,period,epoch,subepoch,stage,10_my_bin,max_interval,min_interval,ma_max,ma_min,ma_mid,geological_group,formation,member,stratcomments,lithdescript,lithadj,lithadj2,environment,geology_comments,,,,,,,
28432,ETE,M. Carrano,,,Pleurocoelus,,,,,7834,,7834,United States,Maryland,Prince George's,39.61889,-76.884008,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian","""variegated red and gray clays""","gray,red",,lacustrine indet.,,,,,,,,
28432,ETE,M. Carrano,,n. gen.,Priconodon,,,,,7834,,7834,United States,Maryland,Prince George's,39.61889,-76.884008,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian","""variegated red and gray clays""","gray,red",,lacustrine indet.,,,,,,,,
28432,ETE,M. Carrano,,,Coelurus,,,3,specimens,7834,,7834,United States,Maryland,Prince George's,39.61889,-76.884008,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian","""variegated red and gray clays""","gray,red",,lacustrine indet.,,,,,,,,
28432,ETE,M. Carrano,,,Allosaurus,,,7,specimens,7834,,7834,United States,Maryland,Prince George's,39.61889,-76.884008,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian","""variegated red and gray clays""","gray,red",,lacustrine indet.,,,,,,,,
28432,ETE,M. Carrano,,,Coelosaurus,,Allosaurus,7,specimens,10608,7834,7834,United States,Maryland,Prince George's,39.61889,-76.884008,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian","""variegated red and gray clays""","gray,red",,lacustrine indet.,,,,,,,,
47347,ETE,M. Carrano,,,Tenontosaurus,?,Tenontosaurus,1,specimens,61518,7478,7478,United States,Maryland,Howard,39.169536,-76.787908,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,,,,terrestrial indet.,,,,,,,,
52675,ETE,M. Carrano,,,Creosaurus,,,1,specimens,14173,,14173,United States,District of Columbia,,38.916944,-77.029722,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,"""light clays below ferruginous conglomerate""",ferruginous,ferruginous,fluvial-lacustrine indet.,,,,,,,,
52676,ETE,M. Carrano,,,Astrodon,n. gen.,Astrodon,2,specimens,25475,36754,36754,United States,Maryland,Prince George's,39.69806,-76.867195,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,,ferruginous,,fluvial-lacustrine indet.,,,,,,,,
52677,ETE,M. Carrano,,,Coelosaurus,,Priconodon,1,specimens,10608,14173,14173,United States,Maryland,Prince George's,39.789977,-76.8655286,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,"""blue charcoal clay""",blue,,fluvial-lacustrine indet.,,,,,,,,
52678,ETE,M. Carrano,,,Priconodon,,,5,specimens,14173,,14173,United States,Maryland,Prince George's,39.53752,-76.877758,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,"""blue charcoal clay""","ferruginous,blue",,fine channel fill,,,,,,,,
52678,ETE,M. Carrano,,,Allosaurus,,,1,specimens,14173,,14173,United States,Maryland,Prince George's,39.53752,-76.877758,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,"""blue charcoal clay""","ferruginous,blue",,fine channel fill,,,,,,,,
71405,ETE,M. Carrano,,,Astrodon,,Sauropoda,1,individuals,26640,54031,54031,United States,District of Columbia,Washington,38.922173,-77.12354,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,now considered early-mid Aptian,,,,terrestrial indet.,,,,,,,,
90926,ETE,M. Carrano,,,Astrodon,,,,,30610,,30610,United States,Maryland,Prince George's,39.70871,-76.868479,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Late/Upper Aptian,,122.46,112.6,117.53,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian; Arundel Clay facies","""variegated red and gray clays""","gray,red",,pond,oxbow lake,,,,,,,
90926,ETE,M. Carrano,,,Priconodon,,,,,30610,,30610,United States,Maryland,Prince George's,39.70871,-76.868479,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Late/Upper Aptian,,122.46,112.6,117.53,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian; Arundel Clay facies","""variegated red and gray clays""","gray,red",,pond,oxbow lake,,,,,,,
90926,ETE,M. Carrano,,?,Tenontosaurus,,,1,specimens,30610,,30610,United States,Maryland,Prince George's,39.70871,-76.868479,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Late/Upper Aptian,,122.46,112.6,117.53,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian; Arundel Clay facies","""variegated red and gray clays""","gray,red",,pond,oxbow lake,,,,,,,
90926,ETE,M. Carrano,Dromaeosauridae,,Deinonychus,,,4,specimens,30610,,30610,United States,Maryland,Prince George's,39.70871,-76.868479,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Late/Upper Aptian,,122.46,112.6,117.53,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian; Arundel Clay facies","""variegated red and gray clays""","gray,red",,pond,oxbow lake,,,,,,,
90926,ETE,M. Carrano,,"""",Coelurus,,,,,30610,,30610,United States,Maryland,Prince George's,39.70871,-76.868479,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Late/Upper Aptian,,122.46,112.6,117.53,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian; Arundel Clay facies","""variegated red and gray clays""","gray,red",,pond,oxbow lake,,,,,,,
90926,ETE,M. Carrano,Carcharodontosauridae,cf.,Acrocanthosaurus,,,6,specimens,30610,,30610,United States,Maryland,Prince George's,39.70871,-76.868479,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Late/Upper Aptian,,122.46,112.6,117.53,Potomac,Arundel Clay,,"Originall described as ""Potomac Formation"" and ""Upper Jurassic""; now considered early-mid Aptian; Arundel Clay facies","""variegated red and gray clays""","gray,red",,pond,oxbow lake,,,,,,,
124206,PaleoDB,M. Uhen,Nodosauridae,n. gen.,Propanoplosaurus,,,1,individuals,39855,,39855,United States,Maryland,Prince Georges,38.983333,-76.983056,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Potomac,Arundel Clay,,,"""... and natural impressions in fine-grained, siderite-cemented sandstone laid down upon a thin (1-4mm) layer of deep-red claystone."" p. 917. ","fine,sideritic",red,fluvial-deltaic indet.,,,,,,,,
26766,ETE,M. Carrano,Hadrosauridae,,Gryposaurus,,Hadrosaurus,1,individuals,7398,,7400,United States,Montana,Wheatland,46.2575,-109.601667,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.2,84,84.1,Montana,Bearpaw Shale,,"fossils from ""lower Bearpaw Shale"" - could be Judith River Fm.","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.",concretionary,,marine indet.,,,,,,,,
26767,ETE,M. Carrano,Nodosauridae,,Panoplosaurus,,Ceratopsidae,,,7398,13704,7400,United States,Montana,Stillwater,45.823333,-109.129167,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Late/Upper Campanian,,84.2,84,84.1,Montana,Bearpaw Shale,,"from ""lower part of Bearpaw Shale""; originally considered ""Ft. Pierre Shale""","""Dark, soft shales predominate. There are occasional thin bands of sand and many brownish concretions which break into angular fragments. These sometimes contain marine fossils and sometimes a network of calcite seams...Some hard limestone concretions are crowded with these.""",,gray,marine indet.,,,,,,,,
135807,PaleoDB,C. Schweitzer,Ankylosauridae,,Anodontosaurus,,,,,46759,,43451,Canada,Alberta,,52.271667,-113.822778,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Cretaceous,,99.7,66.043,82.8715,,Bearpaw shale,,,,,,marine indet.,,,,,,,,
162137,,M. Carrano,Nodosauridae,,Edmontonia,,,1,specimens,52782,,52782,Canada,Alberta,,49.3601,-110.4858,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,Bearpaw Shale,,,,,,marine indet.,,,,,,,,
162137,,M. Carrano,Hadrosauridae,,Prosaurolophus,,,1,individuals,52782,,52782,Canada,Alberta,,49.3601,-110.4858,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,Bearpaw Shale,,,,,,marine indet.,,,,,,,,
162138,,M. Carrano,Hadrosauridae,,Brachylophosaurus,,,1,individuals,52782,,52782,Canada,Alberta,,49.5202,-112.898,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Campanian,Early/Lower Maastrichtian,84.9,66.043,75.4715,,Bearpaw Shale,,,,,,marine indet.,,,,,,,,
179214,,M. Carrano,,cf.,Iguanodon,,,,,23520,,23520,United States,Texas,Brewster,30.426767,-103.186087,Cretaceous,Early/Lower Cretaceous,,,,Berriasian,Early/Lower Albian,145.5,109,127.25,,Bissett Conglomerate,,,,,,terrestrial indet.,,,,,,,,
52087,ETE,M. Carrano,Saltasauridae,,Alamosaurus,,,1,individuals,13959,,13959,United States,Texas,Brewster,29.396389,-103.203889,Cretaceous,Late/Upper Cretaceous,,Maastrichtian,Cretaceous 8,Late/Upper Maastrichtian,,70.6,66.043,68.3215,,Black Peaks,,Just below the Cretaceous/Tertiary boundary and approx. 50 m above the Javelina Formation; located about 90 meters above a tuff dated as 69.0 ± 0.9 Ma (U-Pb) (late Edmontonian to Lancian NALMA),"Dark olive-gray calcareous mudstone layer several decimeters below the thin-limestone bed. Large cylindrical smooth-walled burrows, filled with pelloidal microcrystalline calcite, descend from the limstone layer and penetrate through the underlying mudstone , surrounding the bones and ramifying beneath the bone bone-bearing horizon.","planar lamination,burrows,gray",,lacustrine - small,Deposited in a flood-plain pond or shallow lake,,,,,,,
73373,ETE,M. Carrano,Thescelosauridae,n. gen.,Oryctodromeus,,,3,individuals,24636,,24636,United States,Montana,Beaverhead,44.537222,-112.598611,Cretaceous,Late/Upper Cretaceous,,Cenomanian,Cretaceous 5,Cenomanian,,99.7,94.3,97,Colorado,Blackleaf,,,"""an isolated, sinous sandstone body sitting within and crosscutting a succession of three mudrock units. The lowermost mudstone is greater than 35 cm in thickness,light greenish grey and weakly calcareous. This unit exhibits extensive dark reddish grey mottling over its uppermost portion. Additionally, carbonate nodules as much as 4.5 cm in diameter form a discontinuous layer of 20–25 cm below the sharp upper contact of the unit. A dark greenish-grey claystone succeeds vertically. This 25 cm thick unit is calcareous with a platy structure and grades upwards into a greenish grey blocky mudstone with some organics. This third unit encloses the upper portion of the sedimentary structure (figure 2a,d ) and bears a sharp, irregular contact with an overlying burrowed dark red claystone...The lithology of the structure contrasts sharply with the surrounding host mudrock and facilitates recognition of the structure in the field (figure 2). The lower, bone-bearing portion consists of 25–30 cm of medium to fine, calcareous greenish-grey sandstone, moderately sorted with abundant plagioclase and other volcanogenic grains (figure 2d ). Small (3–6 mm), rounded mud clasts are common in the coarser basal portion. This structureless unit fines upwards with an increasing clay content. A thin, 1–2 cm thick, grey claystone separates this lower sand- stone from an upper fine sandstone. The bedding parallels that of the host mudrocks. Reduced clay content, grey colour and larger (approx. 10 mm), platy mud clasts distinguish this unit from the otherwise similar, lower sandstone. A thin (less than 1 cm) rim of tan claystone with abundant calcite veins separates the lower portion of the structure from the host mudrocks.""","gray,green","fine,medium,volcaniclastic,intraclastic,gray,green","""floodplain""",burrow in floodplain sediments,,,,,,,
35289,Fossilworks,J. Alroy,Tyrannosauridae,,Albertosaurus,,Theropoda,,,14626,9505,9505,United States,Georgia,Stewart,32.164167,-85.026667,Cretaceous,Late/Upper Cretaceous,,Campanian,Cretaceous 7,Campanian,,84.9,70.6,77.75,,Blufftown,,"many layers are fossiliferous, but only one contains vertebrates","silty, fine sandy clay, medium sandy clay, silty clay, (several units with varying amounts of silt, sand and clay in each). Unit bearing vertebrates is ""Clayey fine sand and silty clay, micaceous, lignitic, very fossiliferous, olive-gray (5 Y 3/2). Calcareous, sandy concretions abundant throughout unit. Zones of molluscan hash locally present. Prominent erosional horizon in lower meter, traceable throughout exposure, features abundant vetebrate bones and teeth, and very-large-oyster bioherm. """,,"fine,concretionary,micaceous,shelly/skeletal,gray",transition zone/lower shoreface,,,,,,,,
54139,ETE,M. Carrano,Tyrannosauridae,,Albertosaurus,,,2,specimens,14626,,14626,United States,Alabama,Barbour,32.1258,-85.3172,Cretaceous,Late/Upper Cretaceous,,,,Late/Upper Santonian,Middle Campanian,85.8,70.6,78.2,,Blufftown,,,,,,estuary/bay,"""most likely back-barrier or estuarine settings during relatively high sea-level stands""",,,,,,,
14402,Fossilworks,J. Alroy,,,Eolambia,,,,,13823,,1223,United States,Utah,Emery,39,-111,Cretaceous,Late/Upper Cretaceous,,Cenomanian,Cretaceous 5,Late/Upper Albian,Early/Lower Cenomanian,97.1,96.2,96.65,Dakota,Cedar Mountain,Mussentuchit,,,,,terrestrial indet.,,,,,,,,
22679,ETE,A. Behrensmeyer,,"""",Paronychodon,,,1,specimens,13288,,62832,United States,Utah,Emery,39.515,-111.38,Cretaceous,,,,,Late/Upper Albian,Early/Lower Cenomanian,105.3,94.3,99.8,Dakota,Cedar Mountain,Mussentuchit,,"""a variable stilstone-mudstone interval""",,,"""floodplain""",broad alluvial floodplain,,,,,,,
27017,PaleoDB,M. Carrano,Dromaeosauridae,n. gen.,Utahraptor,,,,,7471,,7471,United States,Utah,Grand,38.8261,-109.5679,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,,130,125.45,127.725,Dakota,Cedar Mountain,Yellow Cat,,"""primarily a mauve mudstone with thin (5-30 cm thick) sandstone beds. At 17.3 m above the base, there is an interval of interbedded limestone and shale that preserves mudcracks, dinosaur tracks. and barite crystal clusters...mudstones tend to be mauve toward the base and pale green toward the top...[they] do not appear to be smectitic...the basal calcrete is not always present."" Also calcareous nodules representing paleosols. At this site specifically, ""the bones are preserved in an interval of alternating limestone and silty shale...6.5 m below the top of the Yellow Cat Member.""","green,blue",,pond,"""ephemeral alkaline pond""",,,,,,,
27017,PaleoDB,M. Carrano,Nodosauridae,n. gen.,Gastonia,cf.,Polacanthus,,,7504,7471,7471,United States,Utah,Grand,38.8261,-109.5679,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,,130,125.45,127.725,Dakota,Cedar Mountain,Yellow Cat,,"""primarily a mauve mudstone with thin (5-30 cm thick) sandstone beds. At 17.3 m above the base, there is an interval of interbedded limestone and shale that preserves mudcracks, dinosaur tracks. and barite crystal clusters...mudstones tend to be mauve toward the base and pale green toward the top...[they] do not appear to be smectitic...the basal calcrete is not always present."" Also calcareous nodules representing paleosols. At this site specifically, ""the bones are preserved in an interval of alternating limestone and silty shale...6.5 m below the top of the Yellow Cat Member.""","green,blue",,pond,"""ephemeral alkaline pond""",,,,,,,
27017,PaleoDB,M. Carrano,,,Iguanodon,,Iguanodontidae,,,2087,7471,7471,United States,Utah,Grand,38.8261,-109.5679,Cretaceous,Early/Lower Cretaceous,,Barremian,Cretaceous 2,Barremian,,130,125.45,127.725,Dakota,Cedar Mountain,Yellow Cat,,"""primarily a mauve mudstone with thin (5-30 cm thick) sandstone beds. At 17.3 m above the base, there is an interval of interbedded limestone and shale that preserves mudcracks, dinosaur tracks. and barite crystal clusters...mudstones tend to be mauve toward the base and pale green toward the top...[they] do not appear to be smectitic...the basal calcrete is not always present."" Also calcareous nodules representing paleosols. At this site specifically, ""the bones are preserved in an interval of alternating limestone and silty shale...6.5 m below the top of the Yellow Cat Member.""","green,blue",,pond,"""ephemeral alkaline pond""",,,,,,,
27025,PaleoDB,M. Carrano,Dromaeosauridae,,Utahraptor,,,,,14740,,25577,United States,Utah,Grand,38.718056,-109.691667,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Dakota,Cedar Mountain,Yellow Cat,stacked succession of 4 bonebeds below footprint level, and approx. 2 m above base of member in this area    Detrital zircons from the quarry and adjacent, lateral equivalents provide a maximum depositional age of 125 Ma, indicating the horizon is no older than early Albian (Eberth et al., 2006),"""a 4 m thick, conglomeratic, silty, mudstone lithosome...[it] is nearly devoid of internal sedimentary structures. The largest clasts are bones (up to 1.5 m long) and 10 cm in diameter, well rounded, chert pebbles. With the exception of the larger bones, the clasts are matrix supported. Mud drapes in the middle of the conglomeratic mudstone...""",,,,,,,
27025,PaleoDB,M. Carrano,,n. gen.,Moabosaurus,,Brachiosauridae,,,62146,14740,25577,United States,Utah,Grand,38.718056,-109.691667,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Dakota,Cedar Mountain,Yellow Cat,stacked succession of 4 bonebeds below footprint level, and approx. 2 m above base of member in this area    Detrital zircons from the quarry and adjacent, lateral equivalents provide a maximum depositional age of 125 Ma, indicating the horizon is no older than early Albian (Eberth et al., 2006),"""a 4 m thick, conglomeratic, silty, mudstone lithosome...[it] is nearly devoid of internal sedimentary structures. The largest clasts are bones (up to 1.5 m long) and 10 cm in diameter, well rounded, chert pebbles. With the exception of the larger bones, the clasts are matrix supported. Mud drapes in the middle of the conglomeratic mudstone...""",,,,,,,
27025,PaleoDB,M. Carrano,,,Moabosaurus,,Titanosauridae,,,62146,14740,25577,United States,Utah,Grand,38.718056,-109.691667,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Dakota,Cedar Mountain,Yellow Cat,stacked succession of 4 bonebeds below footprint level, and approx. 2 m above base of member in this area    Detrital zircons from the quarry and adjacent, lateral equivalents provide a maximum depositional age of 125 Ma, indicating the horizon is no older than early Albian (Eberth et al., 2006),"""a 4 m thick, conglomeratic, silty, mudstone lithosome...[it] is nearly devoid of internal sedimentary structures. The largest clasts are bones (up to 1.5 m long) and 10 cm in diameter, well rounded, chert pebbles. With the exception of the larger bones, the clasts are matrix supported. Mud drapes in the middle of the conglomeratic mudstone...""",,,,,,,
27025,PaleoDB,M. Carrano,,,Iguanodon,,Iguanodon,,,7478,25577,25577,United States,Utah,Grand,38.718056,-109.691667,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Dakota,Cedar Mountain,Yellow Cat,stacked succession of 4 bonebeds below footprint level, and approx. 2 m above base of member in this area    Detrital zircons from the quarry and adjacent, lateral equivalents provide a maximum depositional age of 125 Ma, indicating the horizon is no older than early Albian (Eberth et al., 2006),"""a 4 m thick, conglomeratic, silty, mudstone lithosome...[it] is nearly devoid of internal sedimentary structures. The largest clasts are bones (up to 1.5 m long) and 10 cm in diameter, well rounded, chert pebbles. With the exception of the larger bones, the clasts are matrix supported. Mud drapes in the middle of the conglomeratic mudstone...""",,,,,,,
27025,PaleoDB,M. Carrano,Nodosauridae,,Gastonia,,Nodosauridae,,,7504,30651,25577,United States,Utah,Grand,38.718056,-109.691667,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Dakota,Cedar Mountain,Yellow Cat,stacked succession of 4 bonebeds below footprint level, and approx. 2 m above base of member in this area    Detrital zircons from the quarry and adjacent, lateral equivalents provide a maximum depositional age of 125 Ma, indicating the horizon is no older than early Albian (Eberth et al., 2006),"""a 4 m thick, conglomeratic, silty, mudstone lithosome...[it] is nearly devoid of internal sedimentary structures. The largest clasts are bones (up to 1.5 m long) and 10 cm in diameter, well rounded, chert pebbles. With the exception of the larger bones, the clasts are matrix supported. Mud drapes in the middle of the conglomeratic mudstone...""",,,,,,,
27025,PaleoDB,M. Carrano,,,Nedcolbertia,?,Tyrannosauridae,,,14083,14740,25577,United States,Utah,Grand,38.718056,-109.691667,Cretaceous,Early/Lower Cretaceous,,Aptian,Cretaceous 3,Early/Lower Aptian,,125.45,122.46,123.955,Dakota,Cedar Mountain,Yellow Cat,stacked succession of 4 bonebeds below footprint level, and approx. 2 m above base of member in this area    Detrital zircons from the quarry and adjacent, lateral equivalents provide a maximum depositional age of 125 Ma, indicating the horizon is no older than early Albian (Eberth et al., 2006),"""a 4 m thick, conglomeratic, silty, mudstone lithosome...[it] is nearly devoid of internal sedimentary structures. The largest clasts are bones (up to 1.5 m long) and 10 cm in diameter, well rounded, chert pebbles. With the exception of the larger bones, the clasts are matrix supported. Mud drapes in the middle of the conglomeratic mudstone...""",,,,,,,
